batter,team,matches,innings,dismisals,not_out,runs,balls,fours,sixes,50s,100s,highest_score,strike_rate,average
Ethan D'Souza,United Arab Emirates,2,2,2,0,9,21,1,0,0,0,6,42.86,4.5
Eyman Fatima,Pakistan,2,2,1,1,2,6,0,0,0,0,2,33.33,2.0
F Behardien,South Africa,49,49,35,14,1074,1114,79,25,6,0,70,96.41,30.69
F Chipare,Zimbabwe,7,7,5,2,31,61,3,0,0,0,13,50.82,6.2
F Hand,Ireland,1,1,1,0,0,1,0,0,0,0,0,0.0,0.0
F Kasteni,Zimbabwe,2,2,2,0,9,24,0,0,0,0,9,37.5,4.5
F Mutizwa,Zimbabwe,10,10,8,2,183,282,11,3,1,0,69,64.89,22.88
F Overdijk,Netherlands,13,13,11,2,224,471,15,0,0,0,47,47.56,20.36
F Tunnicliffe,South Africa,5,5,4,1,84,117,8,1,0,0,47,71.79,21.0
F Walters,West Indies,2,2,2,0,16,48,1,0,0,0,9,33.33,8.0
F du Plessis,South Africa,135,135,118,17,5445,6288,493,61,34,12,185,86.59,46.14
FA Allen,West Indies,14,14,13,1,200,207,18,8,1,0,51,96.62,15.38
FA Sargent,Ireland,7,7,4,3,36,78,2,0,0,0,16,46.15,9.0
FC Jonas,New Zealand,10,10,4,6,14,57,0,0,0,0,5,24.56,3.5
FC Wilson,England,19,19,17,2,412,441,38,5,2,0,85,93.42,24.24
FDM Karunaratne,Sri Lanka,38,38,35,3,1044,1363,100,1,8,1,103,76.6,29.83
FDW McCreath,Scotland,8,8,8,0,274,387,21,3,2,0,81,70.8,34.25
FG Kemp,England,5,5,5,0,111,96,10,3,1,0,65,115.62,22.2
FH Allen,New Zealand,21,21,21,0,582,637,78,14,5,0,96,91.37,27.71
FH Edwards,West Indies,18,18,7,11,70,154,5,0,0,0,13,45.45,10.0
FJ Klaassen,Netherlands,12,12,4,8,48,78,1,2,0,0,11,61.54,12.0
FL Mackay,New Zealand,12,12,8,4,125,196,13,0,0,0,30,63.78,15.62
FL Reifer,West Indies,6,6,6,0,86,190,6,1,0,0,40,45.26,14.33
FR Davies,England,5,5,3,2,13,42,1,0,0,0,10,30.95,4.33
FRJ Coleman,Scotland,8,8,8,0,160,220,18,1,1,0,70,72.73,20.0
FY Fazal,India,1,1,0,0,55,65,7,1,1,0,55,84.62,inf
Fahad Alhashmi,United Arab Emirates,2,2,2,0,0,6,0,0,0,0,0,0.0,0.0
Fahad Nawaz,United Arab Emirates,2,2,2,0,2,10,0,0,0,0,2,20.0,1.0
Faheem Ashraf,Pakistan,28,28,25,3,385,455,34,13,1,0,73,84.62,15.4
Fahima Khatun,Bangladesh,30,30,25,5,350,610,22,0,0,0,46,57.38,14.0
Faisal Athar,Pakistan,1,1,1,0,9,39,1,0,0,0,9,23.08,9.0
Faisal Hossain,Bangladesh,3,3,2,1,26,54,2,0,0,0,17,48.15,13.0
Faisal Iqbal,Pakistan,8,8,8,0,134,260,11,0,0,0,32,51.54,16.75
Fakhar Zaman,Pakistan,86,87,80,7,3803,4140,424,83,19,11,210,91.86,47.54
Fargana Hoque,Bangladesh,54,54,51,3,1474,3006,120,0,12,2,107,49.04,28.9
Farhad Reza,Bangladesh,25,25,21,4,316,522,34,6,0,0,41,60.54,15.05
Fariha Trisna,Bangladesh,5,5,4,1,1,19,0,0,0,0,1,5.26,0.25
Fatima Sana,Pakistan,49,50,42,8,751,981,73,9,5,0,90,76.55,17.88
Fawad Ahmed,Australia,1,1,0,0,4,2,1,0,0,0,4,200.0,inf
Fawad Alam,Pakistan,35,35,23,12,966,1321,60,6,6,1,114,73.13,42.0
Fayyaz Ahmed,United Arab Emirates,2,2,0,0,41,98,5,0,0,0,37,41.84,inf
Fayyaz Butt,Oman,19,19,11,8,201,284,17,3,0,0,44,70.77,18.27
Fazle Mahmud,Bangladesh,2,2,2,0,0,9,0,0,0,0,0,0.0,0.0
G Bloemen,Netherlands,4,4,4,0,28,42,4,0,0,0,20,66.67,7.0
G Chapple,England,1,1,1,0,14,7,1,1,0,0,14,200.0,14.0
G Coetzee,South Africa,7,7,7,0,57,90,4,1,0,0,22,63.33,8.14
G Dempsey,Ireland,13,13,6,7,122,190,8,0,0,0,45,64.21,20.33
G Fontenla,Scotland,1,1,1,0,1,3,0,0,0,0,1,33.33,1.0
G Gambhir,India,134,134,123,11,4981,5933,527,17,32,11,150,83.95,40.5
G Hoey,Ireland,2,2,2,0,24,30,2,1,0,0,23,80.0,12.0
G Kirsten,South Africa,6,6,3,3,186,228,24,2,3,0,69,81.58,62.0
G Kodali,United States of America,5,5,4,1,66,118,4,0,0,0,20,55.93,16.5
G Malla,Nepal,33,33,32,1,753,1145,78,15,5,0,75,65.76,23.53
G Motie,West Indies,22,22,17,5,357,366,37,15,2,0,63,97.54,21.0
G Onions,England,1,1,1,0,1,2,0,0,0,0,1,50.0,1.0
G Singh,United States of America,31,31,25,6,938,1155,86,17,6,1,101,81.21,37.52
G Snyman,Namibia,4,4,4,0,5,9,1,0,0,0,5,55.56,1.25
G Sultana,India,5,5,2,3,61,165,4,0,0,0,22,36.97,30.5
G Toka,Papua New Guinea,21,21,21,0,268,496,21,2,0,0,29,54.03,12.76
G Voll,Australia,10,10,8,2,461,420,64,3,2,2,101,109.76,57.62
G Wareham,Australia,19,19,11,8,261,250,18,9,0,0,38,104.4,23.73
GA Elwiss,England,16,16,11,5,244,331,24,0,1,0,77,73.72,22.18
GA Guy,New Zealand,1,1,0,0,0,4,0,0,0,0,0,0.0,0.0
GA Lamb,Zimbabwe,14,14,11,3,197,389,6,1,0,0,37,50.64,17.91
GA Manou,Australia,1,1,1,0,7,6,0,0,0,0,7,116.67,7.0
GA Rogers,Scotland,2,2,2,0,32,50,5,0,0,0,26,64.0,16.0
GB Brent,Zimbabwe,18,18,11,7,192,305,13,3,1,0,59,62.95,17.45
GB Hogg,Australia,47,47,33,14,647,818,40,5,2,0,71,79.1,19.61
GB Murgatroyd,Namibia,6,6,6,0,90,148,7,1,1,0,52,60.81,15.0
GC Bhogle,United States of America,6,6,6,0,82,166,10,0,0,0,36,49.4,13.67
GC Smith,South Africa,152,152,146,6,5280,6613,588,38,36,8,141,79.84,36.16
GC Tonge,West Indies,3,3,2,1,10,16,1,0,0,0,5,62.5,5.0
GC Wilson,Ireland,57,57,49,8,1232,1653,105,14,9,0,80,74.53,25.14
GD Drummond,Scotland,1,1,0,0,10,9,1,0,0,0,10,111.11,inf
GD Elliott,New Zealand,66,66,57,9,1913,2394,149,27,11,2,115,79.91,33.56
GD McGrath,Australia,14,14,6,8,18,44,0,0,0,0,5,40.91,3.0
GD Phillips,New Zealand,38,38,29,9,1191,1169,88,47,4,2,106,101.88,41.07
GE Plimmer,New Zealand,23,23,22,1,504,760,54,4,0,1,112,66.32,22.91
GEF Barnett,Canada,5,5,5,0,95,185,10,0,0,0,40,51.35,19.0
GF Linde,South Africa,3,3,2,1,29,40,3,0,0,0,18,72.5,14.5
GH Bodi,South Africa,2,2,2,0,83,136,9,1,1,0,51,61.03,41.5
GH Dockrell,Ireland,72,72,50,22,1197,1475,97,26,4,0,91,81.15,23.94
GH Lewis,Ireland,54,54,50,4,1787,2644,235,4,15,0,96,67.59,35.74
GH O'Brien,Bermuda,1,1,1,0,2,6,0,0,0,0,2,33.33,2.0
GH Worker,New Zealand,10,10,8,2,272,389,23,3,3,0,58,69.92,34.0
GI Hume,Ireland,8,8,4,4,65,98,4,2,0,0,21,66.33,16.25
GI Maiden,Scotland,1,1,0,0,12,14,1,0,0,0,12,85.71,inf
GJ Bailey,Australia,83,83,74,9,3011,3672,222,55,22,3,156,82.0,40.69
GJ Batty,England,4,4,3,1,25,58,1,0,0,0,17,43.1,8.33
GJ Delany,Ireland,16,16,12,4,217,228,20,6,0,0,22,95.18,18.08
GJ Hopkins,New Zealand,16,16,16,0,236,317,19,2,0,0,45,74.45,14.75
GJ Maxwell,Australia,132,132,116,16,3695,3054,354,138,22,3,108,120.99,31.85
GJ McCarter,Ireland,1,1,0,0,1,1,0,0,0,0,1,100.0,inf
GJ Rennie,Zimbabwe,4,4,4,0,50,128,4,0,0,0,26,39.06,12.5
GJ Whittall,Zimbabwe,4,4,4,0,59,71,5,1,0,0,30,83.1,14.75
GJP Kruger,South Africa,2,2,1,1,0,10,0,0,0,0,0,0.0,0.0
GM Ewing,Zimbabwe,6,6,6,0,77,115,7,0,0,0,46,66.96,12.83
GM Hamilton,Scotland,10,10,10,0,173,305,13,1,1,0,58,56.72,17.3
GM Harris,Australia,6,6,5,1,14,24,1,0,0,0,7,58.33,2.8
GM Strydom,Zimbabwe,5,5,5,0,67,133,6,2,0,0,48,50.38,13.4
GO Jones,England,34,34,28,6,715,883,63,14,4,0,80,80.97,25.54
GP Swann,England,47,47,35,12,475,525,46,4,0,0,34,90.48,13.57
GP Thorpe,England,2,2,2,0,30,46,2,0,0,0,18,65.22,15.0
GP Tom,Papua New Guinea,8,8,7,1,54,100,4,0,0,0,23,54.0,7.71
GR Codrington,Canada,6,6,5,1,80,123,8,2,0,0,31,65.04,16.0
GS Ballance,England,20,20,18,2,454,647,37,1,4,0,79,70.17,25.22
GSNFG Jayasuriya,Sri Lanka,9,9,8,1,181,246,13,2,1,0,96,73.58,22.62
GT Main,Scotland,3,3,1,2,82,89,7,1,1,0,64,92.13,82.0
GW Flower,Zimbabwe,21,21,18,3,627,963,54,2,5,0,96,65.11,34.83
GWHM Perera,Sri Lanka,52,52,50,2,1076,1745,140,4,2,0,85,61.66,21.52
Ghulam Fatima,Pakistan,7,7,3,4,11,26,0,0,0,0,5,42.31,3.67
Ghulam Shabber,United Arab Emirates,20,20,20,0,444,716,43,3,3,0,90,62.01,22.2
Gull Feroza,Pakistan,4,4,4,0,21,38,2,0,0,0,13,55.26,5.25
Gulsan Jha,Nepal,32,32,25,7,697,900,48,34,4,0,67,77.44,27.88
Gurkeerat Singh,India,2,2,2,0,13,13,2,0,0,0,8,100.0,6.5
H Carlyon,Jersey,4,4,4,0,125,149,13,6,1,0,85,83.89,31.25
H Davids,South Africa,2,2,2,0,8,25,0,0,0,0,7,32.0,4.0
H Deol,India,35,35,33,2,1064,1447,112,7,4,1,115,73.53,32.24
H Doriga,Papua New Guinea,2,2,2,0,53,75,7,1,0,0,48,70.67,26.5
H Durham,Bermuda,1,1,1,0,4,14,0,0,0,0,4,28.57,4.0
H Graham,Australia,1,1,0,0,4,5,0,0,0,0,4,80.0,inf
H Hiri,Papua New Guinea,32,32,28,4,435,794,30,5,1,0,77,54.79,15.54
H Hotchandani,United Arab Emirates,4,4,4,0,119,250,10,0,0,0,40,47.6,29.75
H Karunaratne,Sri Lanka,16,16,16,0,194,437,19,1,0,0,33,44.39,12.12
H Kaur,India,101,101,85,16,3328,4137,321,47,17,6,171,80.44,39.15
H Kaushik,United Arab Emirates,4,4,4,0,80,93,2,6,1,0,53,86.02,20.0
H Klaasen,South Africa,55,55,48,7,2131,1839,199,72,11,4,174,115.88,44.4
H Madavi,Sri Lanka,46,46,41,5,1341,1977,122,3,7,1,105,67.83,32.71
H Masakadza,Zimbabwe,155,155,155,0,3955,5646,420,57,24,2,111,70.05,25.52
H Osinde,Canada,8,8,4,4,11,34,0,0,0,0,4,32.35,2.75
H Patel,Canada,10,10,9,1,176,198,21,6,1,0,54,88.89,19.56
H Shah,Nepal,2,2,2,0,9,25,1,0,0,0,8,36.0,4.5
H Thaker,Canada,25,25,22,3,760,1161,46,13,3,2,111,65.46,34.55
HA Varaiya,Kenya,11,11,6,5,43,119,3,0,0,0,13,36.13,7.17
HAM Samuddika,Sri Lanka,7,7,3,4,67,128,7,0,0,0,21,52.34,22.33
HAPW Jayawardene,Sri Lanka,2,2,2,0,4,10,0,0,0,0,4,40.0,2.0
HASD Siriwardene,Sri Lanka,38,38,37,1,679,1213,77,4,2,0,68,55.98,18.35
HB Shipley,New Zealand,6,6,5,1,18,41,0,0,0,0,7,43.9,3.6
HC Brook,England,36,36,32,4,1263,1235,112,55,5,3,136,102.27,39.47
HC Knight,England,116,116,94,22,3446,4548,345,19,21,3,109,75.77,36.66
HD Rutherford,New Zealand,4,4,4,0,15,56,2,0,0,0,11,26.79,3.75
HDJ Siegers,Netherlands,5,5,5,0,105,124,8,2,0,0,35,84.68,21.0
HDPK Dharmasena,Sri Lanka,8,8,6,2,129,155,8,0,0,0,40,83.23,21.5
HDRL Thirimanne,Sri Lanka,102,102,89,13,3164,4444,245,25,21,4,139,71.2,35.55
HDRS Silva,Sri Lanka,2,2,2,0,25,46,4,0,0,0,18,54.35,12.5
HE Whelan,Ireland,1,1,1,0,2,16,0,0,0,0,2,12.5,2.0
HE van der Dussen,South Africa,63,63,52,11,2529,2965,197,47,15,6,134,85.3,48.63
HF Gurney,England,6,6,2,4,15,33,1,0,0,0,6,45.45,7.5
HG Munsey,Scotland,61,61,54,7,2410,2671,247,79,16,3,191,90.23,44.63
HGV Vare,Papua New Guinea,5,5,4,1,20,31,2,0,0,0,7,64.52,5.0
HH Dippenaar,South Africa,36,36,31,5,1283,1903,117,7,9,3,125,67.42,41.39
HH Gibbs,South Africa,102,102,95,7,3766,4434,414,72,20,10,175,84.93,39.64
HH Pandya,India,67,67,57,10,1897,1755,141,76,11,0,92,108.09,33.28
HH Streak,Zimbabwe,27,27,16,11,736,1106,58,9,6,0,72,66.55,46.0
HHC Gunaratne,Sri Lanka,3,3,1,2,13,20,2,0,0,0,6,65.0,13.0
HIS Mendis,Sri Lanka,2,2,2,0,13,50,1,0,0,0,12,26.0,6.5
HJ Armitage,England,3,3,3,0,78,95,10,0,0,0,44,82.11,26.0
HJ Thomas,Papua New Guinea,11,11,10,1,93,193,13,0,0,0,30,48.19,9.3
HJC Mol,Netherlands,4,4,4,0,42,125,4,0,0,0,23,33.6,10.5
HJH Marshall,New Zealand,36,36,32,4,661,980,44,1,6,0,74,67.45,20.66
HJW Gardiner,Scotland,7,7,7,0,142,220,16,0,1,0,89,64.55,20.29
HK Badani,India,5,5,3,2,135,175,9,1,1,0,60,77.14,45.0
HK Bennett,New Zealand,5,5,2,3,10,35,0,0,0,0,4,28.57,5.0
HK Matthews,West Indies,79,81,75,6,2845,3661,360,15,8,10,141,77.71,37.93
HK Olonga,Zimbabwe,1,1,1,0,3,12,0,0,0,0,3,25.0,3.0
HL Baker,England,1,1,0,0,3,3,0,0,0,0,3,100.0,inf
HL Colvin,England,4,4,2,2,29,29,5,0,0,0,16,100.0,14.5
HL Ferling,Australia,4,4,2,2,9,23,1,0,0,0,4,39.13,4.5
HL Tau,Papua New Guinea,1,1,0,0,6,7,1,0,0,0,6,85.71,inf
HM Amla,South Africa,174,174,161,13,7834,9058,796,49,38,26,159,86.49,48.66
HM Nicholls,New Zealand,82,82,66,16,2252,2878,207,19,16,1,124,78.25,34.12
HM Rowe,New Zealand,34,34,27,7,332,501,28,1,1,0,52,66.27,12.3
HM Tiffen,New Zealand,1,1,1,0,33,41,4,0,0,0,33,80.49,33.0
HM Watson,New Zealand,1,1,0,0,15,26,1,0,0,0,15,57.69,inf
HMCM Bandara,Sri Lanka,13,13,9,4,130,185,6,4,0,0,31,70.27,14.44
HMD Rasangika,Sri Lanka,8,8,8,0,232,400,31,0,2,0,84,58.0,29.0
HML Madushani,Sri Lanka,2,2,2,0,3,15,0,0,0,0,3,20.0,1.5
HMRKB Herath,Sri Lanka,29,29,15,14,140,229,10,2,0,0,17,61.14,9.33
HN Ya France,Namibia,17,17,9,8,237,293,20,8,1,0,52,80.89,26.33
HNK Jensen,New Zealand,25,25,23,2,284,389,32,1,1,0,53,73.01,12.35
HP Rinke,Zimbabwe,8,8,8,0,28,64,3,0,0,0,12,43.75,3.5
HP Tillakaratne,Sri Lanka,13,13,11,2,332,562,28,0,1,0,81,59.07,30.18
HR Huddleston,New Zealand,13,13,8,5,57,125,6,0,0,0,16,45.6,7.12
HR Johnson,United States of America,2,2,1,1,9,21,0,0,0,0,9,42.86,9.0
HR Walsh,West Indies,13,13,10,3,172,264,18,1,0,0,46,65.15,17.2
HRA Rainey,Scotland,6,6,4,2,22,51,2,0,0,0,8,43.14,5.5
HS Baidwan,Canada,12,12,9,3,117,182,10,0,0,0,33,64.29,13.0
HS Modi,Kenya,13,13,10,3,205,457,15,0,0,0,39,44.86,20.5
HT Tector,Ireland,44,44,38,6,1775,2168,143,42,14,4,140,81.87,46.71
HW Rambaldo,Netherlands,2,2,2,0,19,97,0,0,0,0,19,19.59,9.5
HWA Landheer,Netherlands,7,7,6,1,23,72,2,1,0,0,14,31.94,3.83
HWR Cartwright,Australia,2,2,2,0,2,23,0,0,0,0,1,8.7,1.0
Habibul Bashar,Bangladesh,49,49,46,3,926,1671,77,3,3,0,70,55.42,20.13
Haider Ali,United Arab Emirates,4,4,4,0,58,95,5,2,0,0,29,61.05,14.5
Hammad Azam,Pakistan,6,6,5,1,79,131,5,2,0,0,36,60.31,15.8
Hammad Mirza,Oman,11,11,10,1,268,400,25,3,2,0,77,67.0,26.8
Hamza Tahir,Scotland,8,8,6,2,26,81,2,0,0,0,13,32.1,4.33
Hamza Tariq,Canada,5,5,5,0,99,144,14,2,1,0,71,68.75,19.8
Hannan Sarkar,Bangladesh,13,13,13,0,280,537,28,2,2,0,59,52.14,21.54
Harbhajan Singh,India,85,85,62,23,917,1147,63,28,0,0,49,79.95,14.79
Haris Rauf,Pakistan,18,18,13,5,101,122,6,9,0,0,35,82.79,7.77
Haris Sohail,Pakistan,42,42,37,5,1709,2010,136,28,14,2,130,85.02,46.19
Harmeet Singh,United States of America,16,17,12,5,270,254,17,15,1,0,59,106.3,22.5
Harshit Rana,India,7,7,5,2,124,106,10,6,1,0,52,116.98,24.8
Hasan Ali,Pakistan,38,38,28,10,377,334,28,23,2,0,59,112.87,13.46
Hasan Mahmud,Bangladesh,13,13,10,3,37,79,4,0,0,0,15,46.84,3.7
Haseeb Amjad,Hong Kong,1,1,1,0,21,15,1,2,0,0,21,140.0,21.0
Haseebullah Khan,Pakistan,2,2,2,0,0,14,0,0,0,0,0,0.0,0.0
Hashir Dafedar,Oman,3,3,2,1,29,62,3,1,0,0,15,46.77,14.5
Hasibul Hossain,Bangladesh,3,3,1,2,7,23,0,0,0,0,6,30.43,7.0
Hassan Nawaz,Pakistan,4,4,2,2,113,132,5,6,1,0,63,85.61,56.5
Hassnain Shah,Oman,3,4,2,2,70,56,2,6,0,0,42,125.0,35.0
Hazrat Bilal,United Arab Emirates,4,4,1,3,24,72,0,1,0,0,20,33.33,24.0
Hussain Talat,Pakistan,9,9,7,2,215,277,18,2,1,0,62,77.62,30.71
I Dulani,Sri Lanka,3,3,3,0,26,77,1,0,0,0,11,33.77,8.67
I Kaia,Zimbabwe,16,16,15,1,332,520,29,4,1,1,110,63.85,22.13
I Maraj,Canada,6,6,5,1,98,273,12,0,1,0,53,35.9,19.6
I Nandakumar,United Arab Emirates,1,1,0,0,16,29,1,0,0,0,16,55.17,inf
I Ranaweera,Sri Lanka,39,39,17,22,188,502,17,0,0,0,32,37.45,11.06
I Sharma,India,26,26,15,11,72,209,6,0,0,0,13,34.45,4.8
I Toua,Papua New Guinea,11,11,10,1,63,129,6,0,0,0,14,48.84,6.3
I Udana,Sri Lanka,17,17,13,4,227,236,18,9,1,0,78,96.19,17.46
I Wardlaw,Scotland,8,8,5,3,18,33,2,0,0,0,7,54.55,3.6
I van der Woning,Netherlands,4,4,2,2,13,35,0,0,0,0,9,37.14,6.5
IA Karim,Kenya,3,3,3,0,196,237,23,0,1,1,108,82.7,65.33
IA Nicolson,Zimbabwe,1,1,1,0,0,3,0,0,0,0,0,0.0,0.0
IC Gaze,New Zealand,26,26,20,6,445,544,52,2,2,0,65,81.8,22.25
ID Blackwell,England,18,18,16,2,146,213,17,1,0,0,22,68.54,9.12
IDR Bradshaw,West Indies,25,25,14,11,259,423,18,4,0,0,37,61.23,18.5
IE O'Brien,New Zealand,2,2,0,0,3,11,0,0,0,0,3,27.27,inf
IECM Wong,England,1,1,1,0,15,9,0,1,0,0,15,166.67,15.0
IG Butler,New Zealand,8,8,6,2,78,125,6,2,0,0,25,62.4,13.0
IG Holland,United States of America,14,14,14,0,368,481,27,3,2,0,75,76.51,26.29
IG Sharp,New Zealand,1,1,1,0,25,27,4,0,0,0,25,92.59,25.0
IH Romaine,Bermuda,12,12,11,1,175,360,20,1,1,0,61,48.61,15.91
IJ Harvey,Australia,17,17,14,3,259,287,31,2,0,0,48,90.24,18.5
IJL Trott,England,65,65,55,10,2819,3732,216,3,22,4,137,75.54,51.25
IJR Zwilling,Netherlands,13,13,13,0,145,351,11,0,0,0,32,41.31,11.15
IK Pathan,India,71,71,57,14,1226,1548,117,29,3,0,83,79.2,21.51
IM Vaghela,United States of America,5,5,5,0,45,91,5,0,0,0,20,49.45,9.0
IMHC Joyce,Ireland,8,8,7,1,201,312,29,0,1,0,62,64.42,28.71
IPP Batuwitarachchi,United Arab Emirates,2,2,2,0,14,51,0,0,0,0,14,27.45,7.0
IR Bell,England,152,152,141,11,5289,6997,509,31,33,4,141,75.59,37.51
IR James,New Zealand,2,2,2,0,51,64,6,1,0,0,27,79.69,25.5
IS Billcliff,Canada,10,10,10,0,223,389,22,3,2,0,71,57.33,22.3
IS Sodhi,New Zealand,24,24,22,2,210,306,8,10,0,0,35,68.63,9.55
IS Sohi,Canada,1,1,1,0,0,2,0,0,0,0,0,0.0,0.0
Iftikhar Ahmed,Pakistan,21,22,14,8,527,497,47,16,1,1,109,106.04,37.64
Iftikhar Anjum,Pakistan,28,28,14,14,203,335,12,3,0,0,32,60.6,14.5
Imad Wasim,Pakistan,39,39,23,16,937,860,87,19,5,0,63,108.95,40.74
Imam-ul-Haq,Pakistan,68,68,63,5,2854,3543,236,29,17,9,151,80.55,45.3
Imran Farhat,Pakistan,44,44,42,2,1232,1909,140,9,10,0,93,64.54,29.33
Imran Haider,United Arab Emirates,12,12,6,6,54,127,2,0,0,0,18,42.52,9.0
Imran Nazir,Pakistan,21,21,21,0,531,604,70,12,1,1,160,87.91,25.29
Imran Tahir,South Africa,32,32,20,12,157,233,21,1,0,0,29,67.38,7.85
Imrul Kayes,Bangladesh,72,72,71,1,2242,3268,219,36,14,4,144,68.6,31.58
Inzamam-ul-Haq,Pakistan,62,62,52,10,1916,2482,167,24,12,1,123,77.2,36.85
Iram Javed,Pakistan,17,18,18,0,216,380,25,3,0,0,40,56.84,12.0
Irfan Ahmed,Hong Kong,3,3,3,0,55,81,9,1,0,0,30,67.9,18.33
Irfan Khan,Pakistan,6,6,6,0,48,75,3,1,0,0,22,64.0,8.0
Ishan Kishan,India,23,23,21,2,886,890,90,31,7,1,210,99.55,42.19
Ishma Tanjim,Bangladesh,3,3,3,0,24,65,4,0,0,0,14,36.92,8.0
J Anderson,Ireland,6,6,6,0,118,205,17,0,0,0,39,57.56,19.67
J Andrew,West Indies,2,2,2,0,8,13,0,1,0,0,8,61.54,4.0
J Blackwood,West Indies,3,3,2,1,23,43,2,0,0,0,12,53.49,11.5
J Blades,West Indies,1,1,1,0,0,1,0,0,0,0,0,0.0,0.0
J Botha,South Africa,49,49,32,17,594,718,53,3,0,0,46,82.73,18.56
J Campbell,Zimbabwe,2,2,1,1,8,15,0,0,0,0,6,53.33,8.0
J Charles,West Indies,58,59,59,0,1544,1840,173,45,7,2,130,83.91,26.17
J Da Silva,West Indies,2,2,2,0,14,35,1,0,0,0,9,40.0,7.0
J Drysdale,United States of America,1,1,0,0,2,6,0,0,0,0,2,33.33,inf
J Edness,Bermuda,4,4,4,0,119,218,13,0,1,0,72,54.59,29.75
J Figy John,United Arab Emirates,2,2,1,1,55,75,4,0,0,0,32,73.33,55.0
J Fraser-McGurk,Australia,7,7,7,0,98,77,13,4,0,0,41,127.27,14.0
J Glasgow,West Indies,9,9,9,0,215,285,29,2,2,0,50,75.44,23.89
J Goswami,India,39,39,24,15,419,572,41,7,0,0,43,73.25,17.46
J Gray,Ireland,4,4,4,0,62,113,7,0,0,0,24,54.87,15.5
J Gumbie,Zimbabwe,15,15,15,0,379,581,42,1,2,0,78,65.23,25.27
J Jarvis,Scotland,11,11,8,3,81,112,7,1,0,0,26,72.32,10.12
J Kariko,Papua New Guinea,2,2,2,0,8,12,2,0,0,0,8,66.67,4.0
J Kila,Papua New Guinea,12,12,10,2,159,249,14,2,0,0,36,63.86,15.9
J Lewis,England,7,7,6,1,43,49,4,0,0,0,17,87.76,7.17
J Little,Ireland,14,14,10,4,81,90,11,2,0,0,29,90.0,8.1
J Liyanage,Sri Lanka,28,28,22,6,940,1134,71,25,6,1,101,82.89,42.73
J Logtenberg,South Africa,2,2,2,0,6,15,0,0,0,0,3,40.0,3.0
J Louw,South Africa,1,1,1,0,23,7,1,3,0,0,23,328.57,23.0
J Maguire,Ireland,18,18,13,5,86,140,3,0,0,0,28,61.43,6.62
J Matharu,Canada,2,2,0,0,7,10,1,0,0,0,7,70.0,inf
J Mubarak,Sri Lanka,27,27,22,5,531,833,43,3,3,0,72,63.75,24.14
J Nkomo,Zimbabwe,17,17,12,5,482,732,44,0,5,0,76,65.85,40.17
J Nyumbu,Zimbabwe,13,13,9,4,45,90,1,1,0,0,18,50.0,5.0
J Overton,England,9,9,9,0,240,222,29,8,1,0,68,108.11,26.67
J Pashley,Netherlands,1,1,1,0,2,17,0,0,0,0,2,11.76,2.0
J Patraj,Canada,2,2,2,0,21,48,1,0,0,0,20,43.75,10.5
J Post,Netherlands,3,3,3,0,15,52,0,0,0,0,15,28.85,5.0
J Ramanandi,Oman,1,1,1,0,2,15,0,0,0,0,2,13.33,2.0
J Sharma,India,2,2,2,0,17,33,3,0,0,0,17,51.52,8.5
J Smits,Netherlands,8,8,5,3,72,195,4,0,0,0,26,36.92,14.4
J Srinath,India,8,8,6,2,31,82,4,0,0,0,15,37.8,5.17
J Sumerauer,Jersey,3,3,3,0,84,74,8,2,0,0,35,113.51,28.0
J Theron,United States of America,12,12,10,2,50,104,5,0,0,0,12,48.08,5.0
J Yadav,India,2,2,1,1,3,7,0,0,0,0,2,42.86,3.0
J van Vliet,Netherlands,4,4,4,0,35,84,0,0,0,0,20,41.67,8.75
JA Burns,Australia,6,6,6,0,146,189,16,1,1,0,69,77.25,24.33
JA Clarkson,New Zealand,2,2,2,0,17,24,2,0,0,0,16,70.83,8.5
JA Duffy,New Zealand,5,5,1,4,12,21,2,0,0,0,4,57.14,12.0
JA McCollum,Ireland,6,6,6,0,178,246,26,1,2,0,73,72.36,29.67
JA Morkel,South Africa,39,39,31,8,705,727,64,22,2,0,97,96.97,22.74
JA Richardson,Australia,8,8,5,3,93,109,8,0,0,0,29,85.32,18.6
JA Rudolph,South Africa,25,25,19,6,820,1228,81,1,6,0,71,66.78,43.16
JA Simpson,England,2,2,2,0,20,32,2,0,0,0,17,62.5,10.0
JA Turner,England,1,1,0,0,2,5,0,0,0,0,2,40.0,inf
JA Whelan,Ireland,1,1,1,0,0,2,0,0,0,0,0,0.0,0.0
JAD Lawrenson,Jersey,4,4,4,0,177,215,14,2,0,1,114,82.33,44.25
JAH Marshall,New Zealand,6,6,6,0,33,84,2,0,0,0,14,39.29,5.5
JAR Blain,Scotland,6,6,5,1,67,134,2,2,0,0,23,50.0,13.4
JB Nero,West Indies,3,3,3,0,31,56,5,0,0,0,30,55.36,10.33
JB Reva,Papua New Guinea,4,4,3,1,15,27,1,0,0,0,11,55.56,5.0
JC Archer,England,20,20,10,10,193,189,20,7,0,0,38,102.12,19.3
JC Balt,Namibia,3,3,2,1,35,61,4,0,0,0,35,57.38,17.5
JC Buttler,England,168,169,138,31,5473,4839,445,182,29,11,162,113.1,39.66
JC Carroll,Ireland,1,1,1,0,0,7,0,0,0,0,0,0.0,0.0
JC Hartenhof,Netherlands,1,1,0,0,1,2,0,0,0,0,1,50.0,inf
